date,channelgrouping,cost,currency,market
01/05/2018,search_brand,52,EUR,Europe
01/05/2018,search_organic,0,EUR,Lat.Am.
01/05/2018,search_organic,0,EUR,Europe
02/05/2018,adwords,37.6,EUR,Lat.Am.
02/05/2018,adwords,41.6,EUR,Europe
02/05/2018,blog,0,EUR,Lat.Am.
02/05/2018,blog,0,EUR,Europe
02/05/2018,direct,0,EUR,Lat.Am.
02/05/2018,direct,0,EUR,Europe
02/05/2018,facebook,49.49,EUR,Lat.Am.
02/05/2018,facebook,56.56,EUR,Europe
02/05/2018,search_brand,79.92,EUR,Lat.Am.
02/05/2018,search_brand,78.44,EUR,Europe
02/05/2018,search_organic,0,EUR,Lat.Am.
02/05/2018,search_organic,0,EUR,Europe
03/05/2018,adwords,50.96,EUR,Lat.Am.
03/05/2018,adwords,37.31,EUR,Europe
03/05/2018,blog,0,EUR,Lat.Am.
03/05/2018,blog,0,EUR,Europe
03/05/2018,direct,0,EUR,Lat.Am.
03/05/2018,direct,0,EUR,Europe
03/05/2018,facebook,54.94,EUR,Lat.Am.
03/05/2018,facebook,56.28,EUR,Europe
03/05/2018,search_brand,91,EUR,Lat.Am.
03/05/2018,search_brand,101.92,EUR,Europe
04/05/2018,adwords,71.54,EUR,Lat.Am.
04/05/2018,adwords,73,EUR,Europe
04/05/2018,blog,0,EUR,Lat.Am.
04/05/2018,blog,0,EUR,Europe
04/05/2018,direct,0,EUR,Lat.Am.
04/05/2018,direct,0,EUR,Europe
04/05/2018,facebook,75.18,EUR,Lat.Am.
04/05/2018,facebook,89.5,EUR,Europe
04/05/2018,search_brand,80.94,EUR,Lat.Am.
04/05/2018,search_brand,63.9,EUR,Europe
04/05/2018,search_organic,0,EUR,Lat.Am.
04/05/2018,search_organic,0,EUR,Europe
05/05/2018,adwords,88.88,EUR,Lat.Am.
05/05/2018,adwords,84.84,EUR,Europe
05/05/2018,blog,0,EUR,Lat.Am.
05/05/2018,blog,0,EUR,Europe
05/05/2018,direct,0,EUR,Lat.Am.
05/05/2018,direct,0,EUR,Europe
05/05/2018,facebook,164.7,EUR,Lat.Am.
05/05/2018,facebook,173.85,EUR,Europe
05/05/2018,search_brand,41.8,EUR,Lat.Am.
05/05/2018,search_brand,57,EUR,Europe
05/05/2018,search_organic,0,EUR,Lat.Am.
05/05/2018,search_organic,0,EUR,Europe
06/05/2018,adwords,23.78,EUR,Lat.Am.
06/05/2018,adwords,22.14,EUR,Europe
06/05/2018,blog,0,EUR,Lat.Am.
06/05/2018,blog,0,EUR,Europe
06/05/2018,direct,0,EUR,Lat.Am.
06/05/2018,direct,0,EUR,Europe
06/05/2018,facebook,29.67,EUR,Lat.Am.
06/05/2018,facebook,33.12,EUR,Europe
06/05/2018,search_brand,13.78,EUR,Lat.Am.
06/05/2018,search_brand,12.74,EUR,Europe
06/05/2018,search_organic,0,EUR,Lat.Am.
06/05/2018,search_organic,0,EUR,Europe
07/05/2018,adwords,34.44,EUR,Lat.Am.
07/05/2018,adwords,40.18,EUR,Europe
07/05/2018,blog,0,EUR,Lat.Am.
07/05/2018,blog,0,EUR,Europe
07/05/2018,direct,0,EUR,Lat.Am.
07/05/2018,direct,0,EUR,Europe
07/05/2018,facebook,19.38,EUR,Lat.Am.
07/05/2018,facebook,22.8,EUR,Europe
07/05/2018,search_brand,24,EUR,Lat.Am.
07/05/2018,search_brand,25,EUR,Europe
07/05/2018,search_organic,0,EUR,Lat.Am.
07/05/2018,search_organic,0,EUR,Europe
08/05/2018,adwords,53.58,EUR,Lat.Am.
08/05/2018,adwords,54.72,EUR,Europe
08/05/2018,blog,0,EUR,Lat.Am.
08/05/2018,blog,0,EUR,Europe
08/05/2018,facebook,59.8,EUR,Lat.Am.
08/05/2018,facebook,66.3,EUR,Europe
08/05/2018,search_brand,49.72,EUR,Lat.Am.
08/05/2018,search_brand,61.02,EUR,Europe
08/05/2018,search_organic,0,EUR,Lat.Am.
08/05/2018,search_organic,0,EUR,Europe
09/05/2018,adwords,61.56,EUR,Lat.Am.
09/05/2018,adwords,48.6,EUR,Europe
09/05/2018,blog,0,EUR,Lat.Am.
09/05/2018,blog,0,EUR,Europe
09/05/2018,direct,0,EUR,Lat.Am.
09/05/2018,direct,0,EUR,Europe
09/05/2018,facebook,68.15,EUR,Lat.Am.
09/05/2018,facebook,72.5,EUR,Europe
09/05/2018,search_brand,52.52,EUR,Lat.Am.
09/05/2018,search_brand,46.46,EUR,Europe
09/05/2018,search_organic,0,EUR,Lat.Am.
09/05/2018,search_organic,0,EUR,Europe
10/05/2018,adwords,64.38,EUR,Lat.Am.
10/05/2018,adwords,66.6,EUR,Europe
10/05/2018,blog,0,EUR,Lat.Am.
10/05/2018,blog,0,EUR,Europe
10/05/2018,direct,0,EUR,Lat.Am.
10/05/2018,direct,0,EUR,Europe
10/05/2018,facebook,79.5,EUR,Lat.Am.
10/05/2018,facebook,64.5,EUR,Europe
10/05/2018,search_brand,60.96,EUR,Lat.Am.
10/05/2018,search_brand,74.93,EUR,Europe
10/05/2018,search_organic,0,EUR,Lat.Am.
10/05/2018,search_organic,0,EUR,Europe
11/05/2018,adwords,55.86,EUR,Lat.Am.
11/05/2018,adwords,53.2,EUR,Europe
11/05/2018,blog,0,EUR,Lat.Am.
11/05/2018,blog,0,EUR,Europe
11/05/2018,direct,0,EUR,Lat.Am.
11/05/2018,direct,0,EUR,Europe
11/05/2018,facebook,68.15,EUR,Lat.Am.
11/05/2018,facebook,75.4,EUR,Europe
11/05/2018,search_brand,62.1,EUR,Lat.Am.
11/05/2018,search_brand,66.7,EUR,Europe
11/05/2018,search_organic,0,EUR,Lat.Am.
11/05/2018,search_organic,0,EUR,Europe
12/05/2018,adwords,77.88,EUR,Lat.Am.
12/05/2018,adwords,76.11,EUR,Europe
12/05/2018,blog,0,EUR,Lat.Am.
12/05/2018,blog,0,EUR,Europe
12/05/2018,direct,0,EUR,Lat.Am.
12/05/2018,direct,0,EUR,Europe
12/05/2018,facebook,68,EUR,Lat.Am.
12/05/2018,facebook,58.48,EUR,Europe
12/05/2018,search_brand,79.43,EUR,Lat.Am.
12/05/2018,search_brand,77.74,EUR,Europe
12/05/2018,search_organic,0,EUR,Lat.Am.
12/05/2018,search_organic,0,EUR,Europe
13/05/2018,adwords,83.4,EUR,Lat.Am.
13/05/2018,adwords,77.84,EUR,Europe
13/05/2018,blog,0,EUR,Lat.Am.
13/05/2018,blog,0,EUR,Europe
13/05/2018,facebook,16.8,EUR,Lat.Am.
13/05/2018,facebook,18.8,EUR,Europe
13/05/2018,search_brand,9.87,EUR,Lat.Am.
13/05/2018,search_brand,12.6,EUR,Europe
13/05/2018,search_organic,0,EUR,Lat.Am.
13/05/2018,search_organic,0,EUR,Europe
14/05/2018,adwords,42.77,EUR,Lat.Am.
14/05/2018,adwords,41.86,EUR,Europe
14/05/2018,blog,0,EUR,Lat.Am.
14/05/2018,blog,0,EUR,Europe
14/05/2018,direct,0,EUR,Lat.Am.
14/05/2018,direct,0,EUR,Europe
14/05/2018,facebook,57.12,EUR,Lat.Am.
14/05/2018,facebook,40.8,EUR,Europe
14/05/2018,search_brand,52.2,EUR,Lat.Am.
14/05/2018,search_brand,69.6,EUR,Europe
14/05/2018,search_organic,0,EUR,Lat.Am.
14/05/2018,search_organic,0,EUR,Europe
15/05/2018,adwords,51.52,EUR,Lat.Am.
15/05/2018,adwords,47.04,EUR,Europe
15/05/2018,blog,0,EUR,Lat.Am.
15/05/2018,blog,0,EUR,Europe
15/05/2018,direct,0,EUR,Lat.Am.
15/05/2018,direct,0,EUR,Europe
15/05/2018,facebook,59.6,EUR,Lat.Am.
15/05/2018,facebook,78.97,EUR,Europe
15/05/2018,search_brand,28.32,EUR,Lat.Am.
15/05/2018,search_brand,30.68,EUR,Europe
16/05/2018,adwords,26.22,EUR,Lat.Am.
16/05/2018,adwords,22.08,EUR,Europe
16/05/2018,blog,0,EUR,Lat.Am.
16/05/2018,blog,0,EUR,Europe
16/05/2018,direct,0,EUR,Lat.Am.
16/05/2018,direct,0,EUR,Europe
16/05/2018,facebook,123,EUR,Lat.Am.
16/05/2018,facebook,98.4,EUR,Europe
16/05/2018,search_brand,18.24,EUR,Lat.Am.
16/05/2018,search_brand,15.36,EUR,Europe
16/05/2018,search_organic,0,EUR,Lat.Am.
16/05/2018,search_organic,0,EUR,Europe
17/05/2018,adwords,105.6,EUR,Lat.Am.
17/05/2018,adwords,100.32,EUR,Europe
17/05/2018,blog,0,EUR,Lat.Am.
17/05/2018,blog,0,EUR,Europe
17/05/2018,direct,0,EUR,Lat.Am.
17/05/2018,direct,0,EUR,Europe
17/05/2018,facebook,61.71,EUR,Lat.Am.
17/05/2018,facebook,70.18,EUR,Europe
17/05/2018,search_brand,56.16,EUR,Lat.Am.
17/05/2018,search_brand,57.2,EUR,Europe
17/05/2018,search_organic,0,EUR,Lat.Am.
17/05/2018,search_organic,0,EUR,Europe
18/05/2018,adwords,97.99,EUR,Lat.Am.
18/05/2018,adwords,138.62,EUR,Europe
18/05/2018,blog,0,EUR,Lat.Am.
18/05/2018,blog,0,EUR,Europe
18/05/2018,direct,0,EUR,Lat.Am.
18/05/2018,direct,0,EUR,Europe
18/05/2018,facebook,88.35,EUR,Lat.Am.
18/05/2018,facebook,74.4,EUR,Europe
18/05/2018,search_brand,55.76,EUR,Lat.Am.
18/05/2018,search_brand,69.36,EUR,Europe
18/05/2018,search_organic,0,EUR,Lat.Am.
18/05/2018,search_organic,0,EUR,Europe
19/05/2018,adwords,65.36,EUR,Lat.Am.
19/05/2018,adwords,88.16,EUR,Europe
19/05/2018,blog,0,EUR,Lat.Am.
19/05/2018,blog,0,EUR,Europe
19/05/2018,direct,0,EUR,Lat.Am.
19/05/2018,direct,0,EUR,Europe
19/05/2018,facebook,95.16,EUR,Lat.Am.
19/05/2018,facebook,106.14,EUR,Europe
19/05/2018,search_brand,88.16,EUR,Lat.Am.
19/05/2018,search_brand,65.36,EUR,Europe
19/05/2018,search_organic,0,EUR,Lat.Am.
19/05/2018,search_organic,0,EUR,Europe
20/05/2018,adwords,19,EUR,Lat.Am.
20/05/2018,adwords,15.96,EUR,Europe
20/05/2018,blog,0,EUR,Lat.Am.
20/05/2018,blog,0,EUR,Europe
20/05/2018,direct,0,EUR,Lat.Am.
20/05/2018,direct,0,EUR,Europe
20/05/2018,facebook,43.5,EUR,Lat.Am.
20/05/2018,facebook,44.37,EUR,Europe
20/05/2018,search_brand,51.52,EUR,Lat.Am.
20/05/2018,search_brand,38.64,EUR,Europe
20/05/2018,search_organic,0,EUR,Lat.Am.
20/05/2018,search_organic,0,EUR,Europe
21/05/2018,adwords,53.1,EUR,Lat.Am.
21/05/2018,adwords,41.4,EUR,Europe
21/05/2018,blog,0,EUR,Lat.Am.
21/05/2018,blog,0,EUR,Europe
21/05/2018,direct,0,EUR,Lat.Am.
21/05/2018,direct,0,EUR,Europe
21/05/2018,facebook,34.02,EUR,Lat.Am.
21/05/2018,facebook,26.46,EUR,Europe
21/05/2018,search_brand,26.22,EUR,Lat.Am.
21/05/2018,search_brand,18.86,EUR,Europe
21/05/2018,search_organic,0,EUR,Lat.Am.
21/05/2018,search_organic,0,EUR,Europe
22/05/2018,adwords,38.22,EUR,Lat.Am.
22/05/2018,adwords,40.56,EUR,Europe
22/05/2018,direct,0,EUR,Lat.Am.
22/05/2018,direct,0,EUR,Europe
22/05/2018,facebook,69,EUR,Lat.Am.
22/05/2018,facebook,74.52,EUR,Europe
22/05/2018,search_brand,26.22,EUR,Lat.Am.
22/05/2018,search_brand,27.6,EUR,Europe
22/05/2018,search_organic,0,EUR,Lat.Am.
22/05/2018,search_organic,0,EUR,Europe
23/05/2018,adwords,46.8,EUR,Lat.Am.
23/05/2018,adwords,65.52,EUR,Europe
23/05/2018,blog,0,EUR,Lat.Am.
23/05/2018,blog,0,EUR,Europe
23/05/2018,direct,0,EUR,Lat.Am.
23/05/2018,direct,0,EUR,Europe
23/05/2018,facebook,56.12,EUR,Lat.Am.
23/05/2018,facebook,56.12,EUR,Europe
23/05/2018,search_brand,49.47,EUR,Lat.Am.
23/05/2018,search_brand,40.74,EUR,Europe
23/05/2018,search_organic,0,EUR,Lat.Am.
23/05/2018,search_organic,0,EUR,Europe
24/05/2018,adwords,58.96,EUR,Lat.Am.
24/05/2018,adwords,65.66,EUR,Europe
24/05/2018,blog,0,EUR,Lat.Am.
24/05/2018,blog,0,EUR,Europe
24/05/2018,direct,0,EUR,Lat.Am.
24/05/2018,direct,0,EUR,Europe
24/05/2018,facebook,115.56,EUR,Lat.Am.
24/05/2018,facebook,115.56,EUR,Europe
24/05/2018,search_brand,59.04,EUR,Lat.Am.
24/05/2018,search_brand,62.73,EUR,Europe
24/05/2018,search_organic,0,EUR,Lat.Am.
24/05/2018,search_organic,0,EUR,Europe
25/05/2018,adwords,38.72,EUR,Lat.Am.
25/05/2018,adwords,44.88,EUR,Europe
25/05/2018,blog,0,EUR,Lat.Am.
25/05/2018,blog,0,EUR,Europe
25/05/2018,direct,0,EUR,Lat.Am.
25/05/2018,direct,0,EUR,Europe
25/05/2018,facebook,65.19,EUR,Lat.Am.
25/05/2018,facebook,92.22,EUR,Europe
25/05/2018,search_brand,63.6,EUR,Lat.Am.
25/05/2018,search_brand,48.76,EUR,Europe
25/05/2018,search_organic,0,EUR,Lat.Am.
25/05/2018,search_organic,0,EUR,Europe
26/05/2018,adwords,77.5,EUR,Lat.Am.
26/05/2018,adwords,66.65,EUR,Europe
26/05/2018,blog,0,EUR,Lat.Am.
26/05/2018,blog,0,EUR,Europe
26/05/2018,direct,0,EUR,Lat.Am.
26/05/2018,direct,0,EUR,Europe
26/05/2018,facebook,139.92,EUR,Lat.Am.
26/05/2018,facebook,121.44,EUR,Europe
26/05/2018,search_brand,67.5,EUR,Lat.Am.
26/05/2018,search_brand,90,EUR,Europe
26/05/2018,search_organic,0,EUR,Lat.Am.
26/05/2018,search_organic,0,EUR,Europe
27/05/2018,adwords,36.49,EUR,Lat.Am.
27/05/2018,adwords,50.73,EUR,Europe
27/05/2018,blog,0,EUR,Lat.Am.
27/05/2018,blog,0,EUR,Europe
27/05/2018,direct,0,EUR,Lat.Am.
27/05/2018,direct,0,EUR,Europe
27/05/2018,facebook,38.88,EUR,Lat.Am.
27/05/2018,facebook,38.07,EUR,Europe
27/05/2018,search_brand,8.6,EUR,Lat.Am.
27/05/2018,search_brand,8.8,EUR,Europe
28/05/2018,adwords,34.76,EUR,Lat.Am.
28/05/2018,adwords,35.55,EUR,Europe
28/05/2018,blog,0,EUR,Lat.Am.
28/05/2018,blog,0,EUR,Europe
28/05/2018,facebook,47.79,EUR,Lat.Am.
28/05/2018,facebook,48.6,EUR,Europe
28/05/2018,search_brand,44.44,EUR,Lat.Am.
28/05/2018,search_brand,51.51,EUR,Europe
28/05/2018,search_organic,0,EUR,Lat.Am.
28/05/2018,search_organic,0,EUR,Europe
29/05/2018,adwords,56.16,EUR,Lat.Am.
29/05/2018,adwords,57.2,EUR,Europe
29/05/2018,direct,0,EUR,Lat.Am.
29/05/2018,direct,0,EUR,Europe
29/05/2018,facebook,57.82,EUR,Lat.Am.
29/05/2018,facebook,60.18,EUR,Europe
29/05/2018,search_brand,31.92,EUR,Lat.Am.
29/05/2018,search_brand,29.68,EUR,Europe
29/05/2018,search_organic,0,EUR,Lat.Am.
29/05/2018,search_organic,0,EUR,Europe
30/05/2018,adwords,47.53,EUR,Lat.Am.
30/05/2018,adwords,53.35,EUR,Europe
30/05/2018,blog,0,EUR,Lat.Am.
30/05/2018,blog,0,EUR,Europe
30/05/2018,direct,0,EUR,Lat.Am.
30/05/2018,direct,0,EUR,Europe
30/05/2018,facebook,47.94,EUR,Lat.Am.
30/05/2018,facebook,47.94,EUR,Europe
30/05/2018,search_brand,71.1,EUR,Lat.Am.
30/05/2018,search_brand,83.74,EUR,Europe
30/05/2018,search_organic,0,EUR,Lat.Am.
30/05/2018,search_organic,0,EUR,Europe
31/05/2018,adwords,96.66,EUR,Lat.Am.
31/05/2018,adwords,84.13,EUR,Europe
31/05/2018,blog,0,EUR,Lat.Am.
31/05/2018,blog,0,EUR,Europe
31/05/2018,direct,0,EUR,Lat.Am.
31/05/2018,direct,0,EUR,Europe
31/05/2018,facebook,41.58,EUR,Lat.Am.
31/05/2018,facebook,42.35,EUR,Europe
31/05/2018,search_brand,69.2,EUR,Lat.Am.
31/05/2018,search_brand,79.58,EUR,Europe
31/05/2018,search_organic,0,EUR,Lat.Am.
31/05/2018,search_organic,0,EUR,Europe
01/06/2018,adwords,60,EUR,Lat.Am.
01/06/2018,adwords,72,EUR,Europe
01/06/2018,blog,0,EUR,Lat.Am.
01/06/2018,blog,0,EUR,Europe
01/06/2018,direct,0,EUR,Lat.Am.
01/06/2018,direct,0,EUR,Europe
01/06/2018,facebook,93.15,EUR,Lat.Am.
01/06/2018,facebook,86.94,EUR,Europe
01/06/2018,search_brand,94.16,EUR,Lat.Am.
01/06/2018,search_brand,117.7,EUR,Europe
01/06/2018,search_organic,0,EUR,Lat.Am.
01/06/2018,search_organic,0,EUR,Europe
02/06/2018,adwords,203.4,EUR,Lat.Am.
02/06/2018,adwords,152.55,EUR,Europe
02/06/2018,blog,0,EUR,Lat.Am.
02/06/2018,blog,0,EUR,Europe
02/06/2018,direct,0,EUR,Lat.Am.
02/06/2018,direct,0,EUR,Europe
02/06/2018,facebook,124.49,EUR,Lat.Am.
02/06/2018,facebook,118.16,EUR,Europe
02/06/2018,search_brand,115.02,EUR,Lat.Am.
02/06/2018,search_brand,119.28,EUR,Europe
02/06/2018,search_organic,0,EUR,Lat.Am.
02/06/2018,search_organic,0,EUR,Europe
03/06/2018,adwords,16.43,EUR,Lat.Am.
03/06/2018,adwords,13.95,EUR,Europe
03/06/2018,direct,0,EUR,Lat.Am.
03/06/2018,direct,0,EUR,Europe
03/06/2018,facebook,31.2,EUR,Lat.Am.
03/06/2018,facebook,21.84,EUR,Europe
03/06/2018,search_brand,20.91,EUR,Lat.Am.
03/06/2018,search_brand,17.22,EUR,Europe
04/06/2018,adwords,32.45,EUR,Lat.Am.
04/06/2018,adwords,33.63,EUR,Europe
04/06/2018,blog,0,EUR,Lat.Am.
04/06/2018,blog,0,EUR,Europe
04/06/2018,facebook,67.5,EUR,Lat.Am.
04/06/2018,facebook,67.5,EUR,Europe
04/06/2018,search_brand,13.53,EUR,Lat.Am.
04/06/2018,search_brand,16.83,EUR,Europe
04/06/2018,search_organic,0,EUR,Lat.Am.
04/06/2018,search_organic,0,EUR,Europe
05/06/2018,adwords,78.4,EUR,Lat.Am.
05/06/2018,adwords,78.4,EUR,Europe
05/06/2018,blog,0,EUR,Lat.Am.
05/06/2018,blog,0,EUR,Europe
05/06/2018,direct,0,EUR,Lat.Am.
05/06/2018,direct,0,EUR,Europe
05/06/2018,facebook,44.4,EUR,Lat.Am.
05/06/2018,facebook,34.78,EUR,Europe
05/06/2018,search_brand,29.16,EUR,Lat.Am.
05/06/2018,search_brand,22.14,EUR,Europe
05/06/2018,search_organic,0,EUR,Lat.Am.
05/06/2018,search_organic,0,EUR,Europe
06/06/2018,adwords,54,EUR,Lat.Am.
06/06/2018,adwords,81,EUR,Europe
06/06/2018,blog,0,EUR,Lat.Am.
06/06/2018,blog,0,EUR,Europe
06/06/2018,direct,0,EUR,Lat.Am.
06/06/2018,direct,0,EUR,Europe
06/06/2018,facebook,40.32,EUR,Lat.Am.
06/06/2018,facebook,43.2,EUR,Europe
06/06/2018,search_brand,59.22,EUR,Lat.Am.
06/06/2018,search_brand,52.92,EUR,Europe
06/06/2018,search_organic,0,EUR,Lat.Am.
06/06/2018,search_organic,0,EUR,Europe
07/06/2018,adwords,40.5,EUR,Lat.Am.
07/06/2018,adwords,53.1,EUR,Europe
07/06/2018,blog,0,EUR,Lat.Am.
07/06/2018,blog,0,EUR,Europe
07/06/2018,direct,0,EUR,Lat.Am.
07/06/2018,direct,0,EUR,Europe
07/06/2018,facebook,70.38,EUR,Lat.Am.
07/06/2018,facebook,63.48,EUR,Europe
07/06/2018,search_brand,42.3,EUR,Lat.Am.
07/06/2018,search_brand,43.2,EUR,Europe
07/06/2018,search_organic,0,EUR,Lat.Am.
07/06/2018,search_organic,0,EUR,Europe
08/06/2018,adwords,60.72,EUR,Lat.Am.
08/06/2018,adwords,58.08,EUR,Europe
08/06/2018,blog,0,EUR,Lat.Am.
08/06/2018,blog,0,EUR,Europe
08/06/2018,direct,0,EUR,Lat.Am.
08/06/2018,direct,0,EUR,Europe
08/06/2018,facebook,107.97,EUR,Lat.Am.
08/06/2018,facebook,84.18,EUR,Europe
08/06/2018,search_brand,21.15,EUR,Lat.Am.
08/06/2018,search_brand,19.27,EUR,Europe
08/06/2018,search_organic,0,EUR,Lat.Am.
08/06/2018,search_organic,0,EUR,Europe
09/06/2018,adwords,60.27,EUR,Lat.Am.
09/06/2018,adwords,57.81,EUR,Europe
09/06/2018,blog,0,EUR,Lat.Am.
09/06/2018,blog,0,EUR,Europe
09/06/2018,direct,0,EUR,Lat.Am.
09/06/2018,direct,0,EUR,Europe
09/06/2018,facebook,144.78,EUR,Lat.Am.
09/06/2018,facebook,114.3,EUR,Europe
09/06/2018,search_brand,91.18,EUR,Lat.Am.
09/06/2018,search_brand,77.6,EUR,Europe
09/06/2018,search_organic,0,EUR,Lat.Am.
09/06/2018,search_organic,0,EUR,Europe
10/06/2018,adwords,18.8,EUR,Lat.Am.
10/06/2018,adwords,17.6,EUR,Europe
10/06/2018,blog,0,EUR,Lat.Am.
10/06/2018,blog,0,EUR,Europe
10/06/2018,direct,0,EUR,Lat.Am.
10/06/2018,direct,0,EUR,Europe
10/06/2018,facebook,37.44,EUR,Lat.Am.
10/06/2018,facebook,31.98,EUR,Europe
10/06/2018,search_brand,70.68,EUR,Lat.Am.
10/06/2018,search_brand,63.24,EUR,Europe
10/06/2018,search_organic,0,EUR,Lat.Am.
10/06/2018,search_organic,0,EUR,Europe
11/06/2018,adwords,74.73,EUR,Lat.Am.
11/06/2018,adwords,67.68,EUR,Europe
11/06/2018,blog,0,EUR,Lat.Am.
11/06/2018,blog,0,EUR,Europe
11/06/2018,direct,0,EUR,Lat.Am.
11/06/2018,direct,0,EUR,Europe
11/06/2018,facebook,62.98,EUR,Lat.Am.
11/06/2018,facebook,64.32,EUR,Europe
11/06/2018,search_brand,25.38,EUR,Lat.Am.
11/06/2018,search_brand,20.68,EUR,Europe
12/06/2018,adwords,68.9,EUR,Lat.Am.
12/06/2018,adwords,67.6,EUR,Europe
12/06/2018,blog,0,EUR,Lat.Am.
12/06/2018,blog,0,EUR,Europe
12/06/2018,direct,0,EUR,Lat.Am.
12/06/2018,direct,0,EUR,Europe
12/06/2018,facebook,65.4,EUR,Lat.Am.
12/06/2018,facebook,46.87,EUR,Europe
12/06/2018,search_brand,53.82,EUR,Lat.Am.
12/06/2018,search_brand,56.16,EUR,Europe
12/06/2018,search_organic,0,EUR,Lat.Am.
12/06/2018,search_organic,0,EUR,Europe
13/06/2018,adwords,64.98,EUR,Lat.Am.
13/06/2018,adwords,58.14,EUR,Europe
13/06/2018,blog,0,EUR,Lat.Am.
13/06/2018,blog,0,EUR,Europe
13/06/2018,direct,0,EUR,Lat.Am.
13/06/2018,direct,0,EUR,Europe
13/06/2018,facebook,56.58,EUR,Lat.Am.
13/06/2018,facebook,66.42,EUR,Europe
13/06/2018,search_brand,36.58,EUR,Lat.Am.
13/06/2018,search_brand,34.72,EUR,Europe
13/06/2018,search_organic,0,EUR,Lat.Am.
13/06/2018,search_organic,0,EUR,Europe
14/06/2018,adwords,83.6,EUR,Lat.Am.
14/06/2018,adwords,108.3,EUR,Europe
14/06/2018,blog,0,EUR,Lat.Am.
14/06/2018,blog,0,EUR,Europe
14/06/2018,direct,0,EUR,Lat.Am.
14/06/2018,direct,0,EUR,Europe
14/06/2018,facebook,58.8,EUR,Lat.Am.
14/06/2018,facebook,66,EUR,Europe
14/06/2018,search_brand,73.14,EUR,Lat.Am.
14/06/2018,search_brand,80.04,EUR,Europe
14/06/2018,search_organic,0,EUR,Lat.Am.
14/06/2018,search_organic,0,EUR,Europe
15/06/2018,adwords,102.5,EUR,Lat.Am.
15/06/2018,adwords,102.5,EUR,Europe
15/06/2018,blog,0,EUR,Lat.Am.
15/06/2018,blog,0,EUR,Europe
15/06/2018,direct,0,EUR,Lat.Am.
15/06/2018,direct,0,EUR,Europe
15/06/2018,facebook,146.32,EUR,Lat.Am.
15/06/2018,facebook,124,EUR,Europe
15/06/2018,search_brand,63.36,EUR,Lat.Am.
15/06/2018,search_brand,58.08,EUR,Europe
15/06/2018,search_organic,0,EUR,Lat.Am.
15/06/2018,search_organic,0,EUR,Europe
16/06/2018,adwords,45.1,EUR,Lat.Am.
16/06/2018,adwords,59.4,EUR,Europe
16/06/2018,blog,0,EUR,Lat.Am.
16/06/2018,blog,0,EUR,Europe
16/06/2018,direct,0,EUR,Lat.Am.
16/06/2018,direct,0,EUR,Europe
16/06/2018,facebook,149.52,EUR,Lat.Am.
16/06/2018,facebook,128.16,EUR,Europe
16/06/2018,search_brand,93.6,EUR,Lat.Am.
16/06/2018,search_brand,93.6,EUR,Europe
16/06/2018,search_organic,0,EUR,Lat.Am.
16/06/2018,search_organic,0,EUR,Europe
17/06/2018,adwords,18.88,EUR,Lat.Am.
17/06/2018,adwords,12.8,EUR,Europe
17/06/2018,blog,0,EUR,Lat.Am.
17/06/2018,blog,0,EUR,Europe
17/06/2018,facebook,44.2,EUR,Lat.Am.
17/06/2018,facebook,48.45,EUR,Europe
17/06/2018,search_brand,30.25,EUR,Lat.Am.
17/06/2018,search_brand,26.4,EUR,Europe
17/06/2018,search_organic,0,EUR,Lat.Am.
17/06/2018,search_organic,0,EUR,Europe
18/06/2018,adwords,30.24,EUR,Lat.Am.
18/06/2018,adwords,29.61,EUR,Europe
18/06/2018,blog,0,EUR,Lat.Am.
18/06/2018,blog,0,EUR,Europe
18/06/2018,direct,0,EUR,Lat.Am.
18/06/2018,direct,0,EUR,Europe
18/06/2018,facebook,54.4,EUR,Lat.Am.
18/06/2018,facebook,57.12,EUR,Europe
18/06/2018,search_brand,18.33,EUR,Lat.Am.
18/06/2018,search_brand,20.28,EUR,Europe
18/06/2018,search_organic,0,EUR,Lat.Am.
18/06/2018,search_organic,0,EUR,Europe
19/06/2018,adwords,43.6,EUR,Lat.Am.
19/06/2018,adwords,54.5,EUR,Europe
19/06/2018,blog,0,EUR,Lat.Am.
19/06/2018,blog,0,EUR,Europe
19/06/2018,direct,0,EUR,Lat.Am.
19/06/2018,direct,0,EUR,Europe
19/06/2018,facebook,56.5,EUR,Lat.Am.
19/06/2018,facebook,53.11,EUR,Europe
19/06/2018,search_brand,49.98,EUR,Lat.Am.
19/06/2018,search_brand,52.02,EUR,Europe
20/06/2018,adwords,77.14,EUR,Lat.Am.
20/06/2018,adwords,59.85,EUR,Europe
20/06/2018,blog,0,EUR,Lat.Am.
20/06/2018,blog,0,EUR,Europe
20/06/2018,direct,0,EUR,Lat.Am.
20/06/2018,direct,0,EUR,Europe
20/06/2018,facebook,44.55,EUR,Lat.Am.
20/06/2018,facebook,43.56,EUR,Europe
20/06/2018,search_brand,70.03,EUR,Lat.Am.
20/06/2018,search_brand,86.42,EUR,Europe
20/06/2018,search_organic,0,EUR,Lat.Am.
20/06/2018,search_organic,0,EUR,Europe
21/06/2018,adwords,74.97,EUR,Lat.Am.
21/06/2018,adwords,64.68,EUR,Europe
21/06/2018,blog,0,EUR,Lat.Am.
21/06/2018,blog,0,EUR,Europe
21/06/2018,direct,0,EUR,Lat.Am.
21/06/2018,direct,0,EUR,Europe
21/06/2018,facebook,74.73,EUR,Lat.Am.
