merchantid,orderid,date,unit_count,product_type,unit_price,currency,market,lifetime_value
310071,87208,09/07/2019,1,3G,39,EUR,Europe,486.52
433067,87213,26/06/2020,1,AIR,49,EUR,Europe,556.04
396679,87215,26/06/2019,4,SUPER,25,EUR,Lat.Am.,168.99
303150,87224,13/01/2020,1,AIR,29,EUR,Europe,0
494237,87226,23/06/2020,1,3G,39,EUR,Europe,211.42
607686,87231,18/10/2019,1,AIR,49,EUR,Europe,299.28
496593,87233,04/02/2020,1,AIR,29,EUR,Europe,320.97
553903,87234,16/07/2020,1,3G,79,EUR,Europe,562.92
516389,87236,30/05/2020,1,3G,79,EUR,Europe,417.71
211747,87241,20/05/2020,1,AIR,49,EUR,Europe,154.79
597323,87243,24/07/2018,2,AIR,39,EUR,Europe,607.18
691900,87245,28/11/2019,1,3G,79,EUR,Europe,442.77
639964,87250,24/06/2020,1,AIR,19,EUR,Europe,282.3
520952,87254,21/05/2020,1,SUPER,35,EUR,Lat.Am.,67.45
686493,87255,12/10/2019,1,TOTAL,29,EUR,Lat.Am.,0
706781,87256,28/03/2020,1,AIR,29,EUR,Europe,2.13
442362,87257,18/10/2019,1,3G,39,EUR,Europe,730.87
734442,87258,23/02/2020,5,TOTAL,29,EUR,Lat.Am.,0
267643,87259,15/08/2018,1,AIR,39,EUR,Europe,195.21
310488,87260,26/12/2019,1,AIR,49,EUR,Europe,512.2
631440,87262,24/11/2018,1,TOTAL,39,EUR,Lat.Am.,416.43
629275,87264,27/03/2020,1,AIR,29,EUR,Europe,256.18
82129,87265,07/09/2019,1,3G,79,EUR,Europe,216.57
81750,87267,18/07/2020,1,AIR,49,EUR,Europe,693.4
68897,87269,16/11/2019,1,3G,79,EUR,Europe,655.53
180987,87270,11/07/2018,1,SUPER,36,EUR,Lat.Am.,195.28
151060,87271,11/07/2020,1,3G,79,EUR,Europe,22.19
731697,87273,01/11/2018,1,AIR,29,EUR,Europe,450.47
726452,87274,07/12/2019,1,3G,79,EUR,Europe,351.43
762898,87276,26/12/2018,1,SUPER,20,EUR,Lat.Am.,181.94
494203,87277,30/05/2020,1,AIR,29,EUR,Europe,137.35
613363,87278,01/12/2018,1,TOTAL,39,EUR,Lat.Am.,76.79
137550,87279,05/01/2019,8,AIR,49,EUR,Europe,470.59
480383,87281,27/10/2019,1,TOTAL,25,EUR,Lat.Am.,328.75
592258,87283,09/05/2019,1,AIR,49,EUR,Europe,225.3
620449,87285,13/06/2019,1,SUPER,36,EUR,Lat.Am.,0
245753,87286,17/08/2018,1,SUPER,36,EUR,Lat.Am.,0
208630,87289,29/12/2019,1,SUPER,35,EUR,Lat.Am.,376.57
413325,87290,07/07/2020,1,SUPER,18,EUR,Lat.Am.,316.99
82060,87292,05/10/2019,8,AIR,29,EUR,Europe,56.19
172465,87293,04/09/2019,1,3G,39,EUR,Europe,242.78
134338,87296,07/01/2020,1,SUPER,18,EUR,Lat.Am.,0
363399,87297,10/06/2019,1,3G,79,EUR,Europe,777.73
317023,87301,01/12/2019,1,AIR,29,EUR,Europe,351.74
92175,87302,14/07/2019,1,SUPER,25,EUR,Lat.Am.,0
398183,87303,18/02/2019,1,AIR,49,EUR,Europe,529.98
168331,87304,21/06/2020,1,3G,79,EUR,Europe,559.59
220418,87305,05/11/2019,1,AIR,29,EUR,Europe,208.22
393779,87306,19/03/2019,1,AIR,29,EUR,Europe,378.04
459408,87309,30/05/2018,1,AIR,49,EUR,Europe,29.91
731818,87310,06/01/2020,1,SUPER,35,EUR,Lat.Am.,341
572104,87311,05/03/2019,1,AIR,49,EUR,Europe,643.18
180027,87313,18/08/2018,1,SUPER,25,EUR,Lat.Am.,0
125060,87314,03/02/2020,1,AIR,19,EUR,Europe,611.66
652887,87318,28/05/2019,1,3G,39,EUR,Europe,454.96
258554,87320,13/06/2020,1,SUPER,25,EUR,Lat.Am.,102.51
363706,87323,16/02/2020,1,AIR,49,EUR,Europe,160.06
644494,87331,19/03/2020,1,TOTAL,39,EUR,Lat.Am.,309.59
666967,87332,29/04/2020,1,3G,39,EUR,Europe,670.56
623803,87333,30/03/2020,1,AIR,49,EUR,Europe,369.7
488319,87334,31/03/2018,1,AIR,49,EUR,Europe,374.13
308369,87335,03/05/2019,1,AIR,49,EUR,Europe,0
142911,87337,30/05/2019,1,3G,79,EUR,Europe,219.27
738486,87338,13/04/2018,1,AIR,39,EUR,Europe,453.49
757367,87343,22/07/2018,1,AIR,39,EUR,Europe,395.05
109663,87344,18/04/2020,1,3G,79,EUR,Europe,152.46
171478,87345,15/03/2020,1,AIR,49,EUR,Europe,0
189175,87346,16/07/2020,1,AIR,19,EUR,Europe,135.46
635204,87347,31/03/2020,1,3G,79,EUR,Europe,561.26
710447,87350,06/03/2020,1,SUPER,35,EUR,Lat.Am.,337.62
259465,87351,21/04/2020,1,AIR,49,EUR,Europe,304.15
120545,87354,27/06/2020,1,SUPER,18,EUR,Lat.Am.,455.95
641341,87356,30/09/2019,1,3G,39,EUR,Europe,154.18
327606,87357,01/05/2020,1,AIR,49,EUR,Europe,83.13
127317,87360,28/02/2020,1,3G,39,EUR,Europe,25.87
241399,87365,13/07/2018,1,SUPER,25,EUR,Lat.Am.,0
270747,87367,12/04/2018,1,SUPER,25,EUR,Lat.Am.,338.16
659637,87368,08/04/2018,1,AIR,49,EUR,Europe,284.49
567410,87370,28/08/2019,1,TOTAL,39,EUR,Lat.Am.,96.85
106519,87372,19/05/2020,1,AIR,49,EUR,Europe,219.11
426157,87374,01/03/2018,1,AIR,39,EUR,Europe,440.97
692725,87375,19/11/2019,1,AIR,29,EUR,Europe,159.4
207958,87376,25/05/2020,1,AIR,49,EUR,Europe,524.49
230805,87380,12/10/2019,1,AIR,19,EUR,Europe,150.91
262130,87381,20/07/2019,1,3G,39,EUR,Europe,843.04
486733,87382,21/05/2020,1,AIR,29,EUR,Europe,0
91658,87386,13/07/2020,1,AIR,49,EUR,Europe,73.92
740421,87388,30/04/2020,1,3G,39,EUR,Europe,508.07
524120,87389,05/03/2020,1,AIR,29,EUR,Europe,134.67
307895,87392,03/04/2020,1,AIR,49,EUR,Europe,558.97
433827,87393,25/09/2018,1,AIR,49,EUR,Europe,390.66
83379,87395,11/04/2020,1,3G,39,EUR,Europe,593.25
626028,87397,26/02/2020,7,TOTAL,39,EUR,Lat.Am.,191.61
226176,87398,19/11/2019,1,3G,39,EUR,Europe,713.69
578453,87399,02/01/2020,1,3G,79,EUR,Europe,144.01
292699,87403,06/07/2020,1,3G,79,EUR,Europe,52.13
657889,87405,26/05/2018,4,AIR,49,EUR,Europe,0
451952,87406,16/12/2018,1,AIR,19,EUR,Europe,89.53
575637,87409,09/06/2019,1,SUPER,25,EUR,Lat.Am.,335.48
720068,87410,03/01/2019,1,AIR,29,EUR,Europe,460.69
467957,87411,18/04/2019,1,AIR,49,EUR,Europe,549.73
499995,87413,15/02/2018,1,AIR,49,EUR,Europe,13.01
696669,87415,27/10/2019,1,3G,39,EUR,Europe,64.03
406670,87416,17/07/2020,1,AIR,19,EUR,Europe,81.51
715327,87417,22/05/2020,1,AIR,49,EUR,Europe,0
75335,87418,20/05/2020,1,AIR,29,EUR,Europe,0
597808,87419,11/06/2020,1,AIR,49,EUR,Europe,164.09
230071,87420,23/08/2018,3,AIR,29,EUR,Europe,71.67
742090,87425,14/09/2019,1,3G,79,EUR,Europe,604.04
614166,87427,28/03/2020,1,TOTAL,39,EUR,Lat.Am.,222.9
149377,87428,30/12/2018,1,AIR,19,EUR,Europe,509.67
230694,87431,07/01/2019,1,AIR,49,EUR,Europe,613.61
232015,87432,25/04/2020,1,3G,79,EUR,Europe,739.29
387192,87434,01/07/2019,1,3G,39,EUR,Europe,405.06
432320,87439,16/07/2020,1,AIR,49,EUR,Europe,302.79
532673,87440,11/11/2019,1,SUPER,35,EUR,Lat.Am.,565.02
332086,87441,20/06/2020,1,AIR,49,EUR,Europe,434.07
768655,87442,26/04/2020,1,AIR,49,EUR,Europe,199.58
534601,87443,21/12/2018,1,AIR,19,EUR,Europe,36.94
326531,87444,30/06/2020,1,AIR,19,EUR,Europe,0
748184,87445,27/05/2019,1,3G,79,EUR,Europe,422.33
654439,87447,23/04/2018,1,SUPER,36,EUR,Lat.Am.,474.7
377619,87448,16/09/2018,1,TOTAL,39,EUR,Lat.Am.,15.01
472924,87450,21/03/2020,1,AIR,29,EUR,Europe,322.72
722603,87451,11/03/2020,1,AIR,49,EUR,Europe,340.33
752282,87454,16/12/2019,1,AIR,49,EUR,Europe,459.13
640669,87456,06/05/2019,3,3G,39,EUR,Europe,284.26
600029,87459,02/05/2020,1,AIR,49,EUR,Europe,207.98
635825,87461,27/07/2019,1,3G,79,EUR,Europe,303.25
756963,87464,07/12/2019,1,3G,79,EUR,Europe,516.29
252023,87468,22/11/2019,6,AIR,29,EUR,Europe,344.31
488250,87469,16/07/2020,1,SUPER,35,EUR,Lat.Am.,37.46
381603,87470,07/05/2018,1,SUPER,36,EUR,Lat.Am.,106.61
102924,87472,07/12/2018,1,SUPER,25,EUR,Lat.Am.,80.24
385005,87474,31/01/2020,1,SUPER,35,EUR,Lat.Am.,146.52
607314,87480,04/04/2019,1,3G,79,EUR,Europe,237.4
560033,87486,23/07/2020,1,TOTAL,39,EUR,Lat.Am.,542.78
707366,87489,11/04/2018,1,AIR,39,EUR,Europe,193.5
308066,87491,13/07/2018,1,AIR,39,EUR,Europe,194.18
710169,87492,31/07/2020,2,3G,39,EUR,Europe,431.43
395417,87493,16/06/2018,1,AIR,39,EUR,Europe,130.98
208561,87494,26/07/2018,1,AIR,39,EUR,Europe,474.36
392713,87496,17/01/2020,1,3G,79,EUR,Europe,90.85
466403,87497,13/09/2019,1,3G,79,EUR,Europe,214.27
363858,87502,16/07/2020,1,AIR,49,EUR,Europe,313.26
662182,87503,01/10/2018,1,TOTAL,39,EUR,Lat.Am.,565.87
581251,87504,06/01/2018,1,AIR,49,EUR,Europe,320.36
581448,87508,16/11/2018,1,AIR,19,EUR,Europe,285.87
118568,87510,07/01/2020,3,3G,79,EUR,Europe,119.63
490970,87512,14/03/2020,1,AIR,49,EUR,Europe,524.08
549224,87513,26/05/2018,1,SUPER,36,EUR,Lat.Am.,195.22
700724,87514,22/11/2019,1,TOTAL,29,EUR,Lat.Am.,351.54
556022,87515,28/08/2019,4,3G,39,EUR,Europe,249.36
657476,87517,14/07/2020,5,AIR,49,EUR,Europe,265.58
643627,87518,11/10/2019,1,SUPER,25,EUR,Lat.Am.,104.72
261795,87520,24/11/2019,1,3G,79,EUR,Europe,464.4
187007,87521,02/03/2020,1,AIR,29,EUR,Europe,237
737980,87522,30/12/2019,1,TOTAL,39,EUR,Lat.Am.,240.83
411003,87523,26/05/2019,1,AIR,19,EUR,Europe,311.33
98392,87524,23/11/2019,1,AIR,29,EUR,Europe,512.37
656762,87525,19/06/2019,1,3G,79,EUR,Europe,170.28
700513,87526,02/04/2020,4,AIR,49,EUR,Europe,647.9
256785,87527,28/05/2020,1,AIR,29,EUR,Europe,199.71
612469,87528,12/01/2020,1,SUPER,18,EUR,Lat.Am.,452.68
506736,87530,23/09/2019,1,3G,39,EUR,Europe,441.16
117414,87533,08/04/2020,1,TOTAL,39,EUR,Lat.Am.,0
756751,87536,18/01/2018,1,SUPER,36,EUR,Lat.Am.,274.96
503448,87537,06/03/2020,1,AIR,49,EUR,Europe,188.02
618642,87540,13/05/2018,1,AIR,49,EUR,Europe,0
139069,87541,11/04/2020,1,SUPER,25,EUR,Lat.Am.,166.53
248534,87542,02/02/2020,1,AIR,29,EUR,Europe,145.41
152435,87543,06/05/2020,1,AIR,49,EUR,Europe,282.14
309649,87544,01/07/2018,1,AIR,29,EUR,Europe,568.87
440088,87545,14/06/2019,1,AIR,49,EUR,Europe,110.14
297470,87546,26/09/2018,1,AIR,29,EUR,Europe,0
567219,87550,18/11/2018,1,AIR,29,EUR,Europe,581.62
518351,87551,27/08/2019,1,3G,79,EUR,Europe,173.35
738097,87553,21/07/2020,1,SUPER,35,EUR,Lat.Am.,258.12
138772,87555,15/08/2019,1,AIR,49,EUR,Europe,0
649014,87557,06/05/2020,1,AIR,49,EUR,Europe,580.96
247912,87558,19/06/2020,2,AIR,29,EUR,Europe,277.12
581976,87559,26/03/2020,1,SUPER,35,EUR,Lat.Am.,143.53
634640,87562,07/03/2020,1,3G,79,EUR,Europe,587.15
339681,87564,06/09/2019,1,SUPER,25,EUR,Lat.Am.,381.25
388166,87565,17/06/2020,1,3G,39,EUR,Europe,405.97
243837,87567,24/11/2019,1,SUPER,25,EUR,Lat.Am.,32.27
545087,87569,09/11/2019,1,AIR,19,EUR,Europe,226.91
719704,87571,20/04/2018,1,SUPER,25,EUR,Lat.Am.,31.63
321649,87577,01/06/2019,1,3G,39,EUR,Europe,639.46
170644,87578,30/08/2019,1,AIR,49,EUR,Europe,401.65
626255,87579,15/06/2020,1,SUPER,18,EUR,Lat.Am.,601.58
768587,87582,11/10/2018,1,TOTAL,39,EUR,Lat.Am.,63.55
442074,87584,03/07/2020,1,TOTAL,39,EUR,Lat.Am.,294.28
536364,87585,26/05/2020,1,AIR,49,EUR,Europe,163.84
305523,87586,26/05/2018,1,SUPER,36,EUR,Lat.Am.,234.91
559844,87588,05/10/2019,1,SUPER,35,EUR,Lat.Am.,94.02
384431,87592,20/11/2019,6,3G,39,EUR,Europe,245.9
449769,87593,13/08/2018,1,AIR,49,EUR,Europe,248.66
703468,87595,03/07/2020,1,SUPER,35,EUR,Lat.Am.,207.63
717884,87598,12/05/2020,1,AIR,49,EUR,Europe,0
687886,87600,13/01/2018,1,AIR,49,EUR,Europe,335.7
297884,87604,07/12/2018,1,AIR,49,EUR,Europe,535.25
765989,87605,04/05/2018,1,SUPER,36,EUR,Lat.Am.,291.91
711912,87606,23/05/2020,1,AIR,29,EUR,Europe,393.89
673777,87610,25/03/2020,1,SUPER,25,EUR,Lat.Am.,0
321730,87613,28/01/2020,2,3G,39,EUR,Europe,351.99
228267,87620,21/03/2020,1,3G,39,EUR,Europe,372.84
268593,87622,04/07/2018,1,SUPER,25,EUR,Lat.Am.,246.27
85297,87625,02/04/2019,1,SUPER,18,EUR,Lat.Am.,239.29
546820,87627,17/04/2020,1,AIR,29,EUR,Europe,130.84
242140,87629,28/06/2020,1,3G,39,EUR,Europe,1303.25
593696,87633,11/11/2019,1,SUPER,25,EUR,Lat.Am.,73.1
227277,87635,07/07/2019,1,3G,79,EUR,Europe,714.28
652008,87637,18/11/2018,1,AIR,49,EUR,Europe,374.03
234041,87638,14/05/2020,1,3G,79,EUR,Europe,719.48
529043,87640,02/01/2020,1,TOTAL,29,EUR,Lat.Am.,223.93
330179,87642,06/05/2020,1,SUPER,35,EUR,Lat.Am.,260.62
335193,87643,29/04/2019,1,SUPER,25,EUR,Lat.Am.,0
430963,87644,03/01/2019,1,AIR,49,EUR,Europe,565.72
718722,87645,02/07/2020,1,AIR,19,EUR,Europe,187.06
720121,87649,27/08/2019,1,AIR,19,EUR,Europe,602.06
468745,87650,30/10/2019,1,3G,79,EUR,Europe,87.09
519946,87653,15/10/2019,1,SUPER,25,EUR,Lat.Am.,524.14
447612,87655,11/01/2020,1,3G,79,EUR,Europe,578.68
227800,87656,25/03/2019,1,AIR,49,EUR,Europe,12.66
707426,87657,21/04/2019,1,AIR,29,EUR,Europe,262.99
66413,87658,12/10/2018,1,SUPER,25,EUR,Lat.Am.,84.68
630601,87661,10/01/2020,1,AIR,49,EUR,Europe,0
350299,87663,18/12/2019,1,3G,39,EUR,Europe,411.94
716743,87665,17/06/2020,1,TOTAL,39,EUR,Lat.Am.,520.36
176965,87666,26/08/2019,1,SUPER,18,EUR,Lat.Am.,0
465839,87667,26/11/2018,1,AIR,19,EUR,Europe,512.93
639812,87668,17/05/2019,1,SUPER,36,EUR,Lat.Am.,301.75
370101,87669,18/07/2020,1,AIR,49,EUR,Europe,0
402351,87670,19/08/2019,1,AIR,29,EUR,Europe,351.24
718530,87671,29/06/2020,1,3G,79,EUR,Europe,398.19
573494,87674,08/11/2019,1,SUPER,35,EUR,Lat.Am.,0
470343,87676,03/04/2020,1,3G,79,EUR,Europe,321.81
340720,87677,12/10/2019,1,AIR,19,EUR,Europe,433.49
587197,87679,07/03/2020,1,AIR,49,EUR,Europe,0
484242,87682,27/05/2020,1,3G,39,EUR,Europe,555.46
307682,87683,14/04/2020,1,AIR,49,EUR,Europe,541.6
107295,87684,03/07/2020,1,TOTAL,39,EUR,Lat.Am.,287.08
562409,87685,29/10/2018,3,AIR,29,EUR,Europe,338.45
405518,87687,02/06/2018,1,AIR,39,EUR,Europe,0
62552,87690,22/01/2020,1,SUPER,25,EUR,Lat.Am.,396.03
287556,87692,16/03/2019,1,3G,39,EUR,Europe,746
762234,87693,25/06/2020,5,SUPER,25,EUR,Lat.Am.,85.3
684484,87694,01/02/2019,4,AIR,29,EUR,Europe,166.41
99407,87696,09/01/2018,1,AIR,49,EUR,Europe,510.54
468452,87698,19/12/2018,1,AIR,19,EUR,Europe,152.11
69869,87699,18/11/2019,6,TOTAL,29,EUR,Lat.Am.,363.17
266761,87700,21/06/2020,1,3G,79,EUR,Europe,760.91
733364,87702,28/02/2019,4,SUPER,18,EUR,Lat.Am.,490.58
191320,87703,11/01/2018,1,SUPER,36,EUR,Lat.Am.,307.01
551670,87705,11/05/2020,1,3G,79,EUR,Europe,613.89
272716,87707,26/04/2019,1,SUPER,25,EUR,Lat.Am.,516.87
250483,87708,21/11/2019,6,3G,39,EUR,Europe,28.29
532323,87709,03/07/2020,7,SUPER,35,EUR,Lat.Am.,349.64
331492,87710,14/11/2019,1,AIR,29,EUR,Europe,296.41
627741,87712,18/07/2020,1,3G,79,EUR,Europe,337.53
326929,87714,14/09/2019,1,3G,39,EUR,Europe,484.84
403582,87716,21/11/2019,1,TOTAL,29,EUR,Lat.Am.,330.18
344836,87717,06/07/2019,1,AIR,19,EUR,Europe,238.67
213688,87719,27/07/2019,1,AIR,29,EUR,Europe,361.96
336527,87721,23/01/2020,1,AIR,49,EUR,Europe,137.84
351827,87722,10/07/2020,1,3G,39,EUR,Europe,317.42
132345,87723,19/10/2019,1,AIR,19,EUR,Europe,341.83
461195,87724,01/07/2020,1,AIR,49,EUR,Europe,149.87
265653,87725,21/04/2020,1,TOTAL,39,EUR,Lat.Am.,47.47
396418,87728,30/12/2018,1,AIR,29,EUR,Europe,49.34
317886,87729,03/04/2020,1,SUPER,35,EUR,Lat.Am.,561.73
122685,87733,01/07/2020,1,AIR,19,EUR,Europe,573.99
179039,87734,27/03/2020,1,SUPER,25,EUR,Lat.Am.,219.07
363007,87735,25/01/2019,1,AIR,29,EUR,Europe,258.37
64611,87736,21/05/2020,1,AIR,49,EUR,Europe,28.42
580852,87743,24/04/2020,1,AIR,49,EUR,Europe,154.26
314297,87744,14/05/2020,4,SUPER,35,EUR,Lat.Am.,249.47
751513,87745,10/04/2020,1,3G,79,EUR,Europe,646.81
394698,87748,03/01/2019,1,AIR,29,EUR,Europe,0
584635,87749,07/06/2019,1,SUPER,18,EUR,Lat.Am.,519.96
506517,87750,20/07/2018,1,AIR,39,EUR,Europe,0
519331,87753,07/11/2019,1,3G,39,EUR,Europe,300.13
195293,87757,28/01/2019,1,AIR,49,EUR,Europe,17.35
560288,87759,17/07/2020,1,SUPER,35,EUR,Lat.Am.,353.57
656970,87760,02/06/2018,1,AIR,39,EUR,Europe,162.72
78726,87763,28/11/2019,1,SUPER,25,EUR,Lat.Am.,238.1
740158,87765,27/12/2019,4,SUPER,18,EUR,Lat.Am.,4.14
140180,87766,02/05/2018,1,SUPER,25,EUR,Lat.Am.,392.22
510839,87767,12/06/2020,1,3G,79,EUR,Europe,604.48
88567,87768,19/05/2020,1,AIR,49,EUR,Europe,0
770982,87769,15/09/2018,1,AIR,39,EUR,Europe,465.05
150296,87770,07/12/2019,1,AIR,19,EUR,Europe,485.56
489540,87771,26/05/2020,1,AIR,49,EUR,Europe,638.63
132116,87772,07/06/2019,1,SUPER,36,EUR,Lat.Am.,19.58
209384,87776,17/07/2020,1,3G,39,EUR,Europe,0
665068,87779,03/04/2020,1,SUPER,18,EUR,Lat.Am.,174.07
359929,87784,02/10/2018,1,TOTAL,39,EUR,Lat.Am.,427.95
340361,87788,08/05/2020,1,AIR,29,EUR,Europe,11.98
676482,87790,23/03/2020,1,SUPER,18,EUR,Lat.Am.,149.31
331551,87791,25/07/2019,1,3G,39,EUR,Europe,83.59
267483,87792,21/01/2020,1,3G,79,EUR,Europe,716.18
565432,87797,12/10/2019,1,AIR,49,EUR,Europe,437.94
209779,87800,04/03/2020,1,AIR,49,EUR,Europe,515.4
748349,87802,19/02/2019,3,AIR,49,EUR,Europe,0
549817,87803,04/04/2020,1,AIR,49,EUR,Europe,25.87
474367,87806,14/01/2020,1,TOTAL,25,EUR,Lat.Am.,267.45
638607,87807,19/01/2019,1,AIR,49,EUR,Europe,125.33
219978,87808,30/01/2019,1,AIR,29,EUR,Europe,0
515829,87809,03/01/2020,1,SUPER,18,EUR,Lat.Am.,210.29
516051,87811,23/06/2020,1,TOTAL,39,EUR,Lat.Am.,411.64
302794,87814,09/05/2020,1,3G,79,EUR,Europe,28.27
628696,87817,07/01/2019,1,AIR,49,EUR,Europe,64.6
457166,87827,22/03/2018,1,AIR,49,EUR,Europe,83.19
677012,87831,21/09/2019,1,AIR,19,EUR,Europe,411.94
112734,87834,18/07/2020,1,TOTAL,39,EUR,Lat.Am.,115.63
205614,87835,29/05/2020,1,SUPER,18,EUR,Lat.Am.,37.59
123963,87841,04/06/2020,1,SUPER,18,EUR,Lat.Am.,163.77
193089,87846,14/02/2020,1,SUPER,35,EUR,Lat.Am.,0
143558,87847,28/04/2020,1,SUPER,25,EUR,Lat.Am.,204.7
233498,87848,19/06/2020,1,AIR,29,EUR,Europe,465.86
464765,87849,11/07/2020,1,3G,79,EUR,Europe,385.55
571259,87854,12/07/2019,1,AIR,19,EUR,Europe,20.2
96669,87856,05/01/2020,1,AIR,29,EUR,Europe,60.06
216794,87859,19/11/2018,1,AIR,29,EUR,Europe,480.07
140813,87862,21/02/2020,1,AIR,29,EUR,Europe,563.93
732195,87863,01/11/2018,1,SUPER,20,EUR,Lat.Am.,0
202303,87869,18/10/2019,1,3G,39,EUR,Europe,163.19
498932,87870,18/06/2018,1,AIR,49,EUR,Europe,108.09
650890,87871,16/05/2018,1,AIR,49,EUR,Europe,305.03
340764,87872,02/05/2019,1,AIR,29,EUR,Europe,489.36
260271,87873,29/06/2018,1,SUPER,25,EUR,Lat.Am.,236.89
743585,87874,29/07/2020,1,AIR,49,EUR,Europe,344.54
90848,87875,21/06/2020,1,AIR,29,EUR,Europe,484.07
737862,87877,16/07/2020,1,SUPER,18,EUR,Lat.Am.,393.2
449722,87878,25/07/2020,1,AIR,29,EUR,Europe,369.53
230055,87880,20/09/2018,1,AIR,29,EUR,Europe,390.09
667592,87882,11/01/2020,9,3G,39,EUR,Europe,346.87
544108,87886,05/06/2020,1,AIR,49,EUR,Europe,235.97
128409,87887,10/06/2020,1,SUPER,35,EUR,Lat.Am.,233.81
429545,87889,27/05/2020,1,AIR,49,EUR,Europe,262.45
504562,87894,09/04/2020,1,3G,79,EUR,Europe,271.66
435528,87896,01/05/2020,1,3G,79,EUR,Europe,545.77
426417,87898,24/09/2018,1,SUPER,20,EUR,Lat.Am.,246.69
389641,87899,01/05/2020,1,3G,79,EUR,Europe,443.62
298333,87905,31/08/2019,9,AIR,29,EUR,Europe,161.85
205090,87907,19/04/2020,1,SUPER,35,EUR,Lat.Am.,560.3
297187,87908,27/07/2020,1,SUPER,18,EUR,Lat.Am.,207.32
428334,87909,10/03/2019,1,AIR,49,EUR,Europe,269.05
281780,87910,19/03/2020,1,SUPER,18,EUR,Lat.Am.,423.35
534366,87913,11/03/2020,1,3G,79,EUR,Europe,438.07
111723,87916,28/06/2020,1,3G,79,EUR,Europe,307.25
286992,87917,17/04/2019,1,AIR,29,EUR,Europe,160.9
454207,87918,23/12/2019,1,TOTAL,25,EUR,Lat.Am.,277.48
122375,87921,21/06/2020,1,SUPER,18,EUR,Lat.Am.,279.28
296456,87927,26/09/2018,1,AIR,39,EUR,Europe,273.33
471667,87928,19/05/2018,1,AIR,49,EUR,Europe,474.52
99097,87929,23/06/2019,1,AIR,29,EUR,Europe,81
300379,87930,17/01/2020,1,TOTAL,39,EUR,Lat.Am.,207.04
183058,87931,22/08/2019,5,AIR,29,EUR,Europe,375.42
522986,87934,05/12/2019,1,AIR,19,EUR,Europe,253.26
608434,87936,11/08/2018,1,TOTAL,39,EUR,Lat.Am.,300.22
743621,87940,11/04/2020,1,3G,79,EUR,Europe,300.98
291657,87946,15/02/2019,1,SUPER,36,EUR,Lat.Am.,176.56
468297,87947,28/10/2019,1,AIR,19,EUR,Europe,0
158553,87950,25/04/2019,2,AIR,49,EUR,Europe,92.66
500476,87953,22/02/2020,1,3G,39,EUR,Europe,242.97
573462,87961,07/10/2019,1,3G,39,EUR,Europe,397.53
96185,87965,26/06/2020,1,SUPER,18,EUR,Lat.Am.,338.79
472145,87970,09/05/2019,1,SUPER,36,EUR,Lat.Am.,105.98
641847,87971,05/12/2019,7,AIR,29,EUR,Europe,228.02
123501,87975,25/03/2018,1,SUPER,25,EUR,Lat.Am.,0
94403,87976,23/12/2018,1,AIR,29,EUR,Europe,159.14
373710,87978,20/01/2018,1,AIR,49,EUR,Europe,0
365306,87979,22/06/2019,1,3G,79,EUR,Europe,430.53
338164,87980,11/02/2020,1,AIR,29,EUR,Europe,73.23
100272,87986,12/04/2020,1,3G,79,EUR,Europe,369.74
422034,87987,16/05/2019,1,3G,39,EUR,Europe,483.04
549731,87989,17/05/2019,1,3G,39,EUR,Europe,134.93
647800,87990,09/03/2020,1,AIR,29,EUR,Europe,149.74
493222,87991,22/07/2020,1,TOTAL,39,EUR,Lat.Am.,0
617184,87992,27/05/2020,1,3G,79,EUR,Europe,630.31
476981,87993,18/04/2018,1,AIR,49,EUR,Europe,0
64637,87994,16/06/2019,5,SUPER,36,EUR,Lat.Am.,0
528156,87996,04/04/2019,1,3G,39,EUR,Europe,593.25
218560,87999,07/05/2018,1,SUPER,25,EUR,Lat.Am.,189.92
689506,88001,16/03/2019,1,3G,39,EUR,Europe,427.04
293652,88002,20/06/2019,1,AIR,19,EUR,Europe,343.15
100648,88005,01/02/2019,1,3G,39,EUR,Europe,264.62
450648,88007,23/07/2020,1,3G,79,EUR,Europe,852.26
354005,88013,17/10/2019,1,AIR,29,EUR,Europe,2.4
521600,88014,31/03/2020,1,SUPER,18,EUR,Lat.Am.,372.72
757643,88015,10/04/2020,7,3G,39,EUR,Europe,542.23
272444,88016,28/04/2019,1,AIR,29,EUR,Europe,420.01
686849,88017,02/11/2019,3,SUPER,25,EUR,Lat.Am.,204.91
638241,88020,18/07/2020,1,SUPER,35,EUR,Lat.Am.,429
484210,88022,16/08/2018,1,AIR,49,EUR,Europe,403.07
669321,88023,10/05/2019,1,3G,79,EUR,Europe,264.67
301378,88025,05/02/2020,1,TOTAL,29,EUR,Lat.Am.,569.17
110533,88027,05/01/2019,1,TOTAL,39,EUR,Lat.Am.,530.25
237270,88029,14/04/2020,1,3G,39,EUR,Europe,147.76
694563,88030,06/06/2020,1,AIR,49,EUR,Europe,270.49
271035,88031,29/04/2020,1,3G,79,EUR,Europe,687.18
191110,88032,27/05/2020,1,3G,39,EUR,Europe,80.08
477008,88034,07/09/2019,1,TOTAL,29,EUR,Lat.Am.,94.53
734827,88036,06/01/2019,1,AIR,29,EUR,Europe,225.1
462451,88038,30/06/2020,1,TOTAL,39,EUR,Lat.Am.,218.92
424895,88040,29/03/2019,1,AIR,19,EUR,Europe,118.67
102945,88043,04/05/2019,1,3G,39,EUR,Europe,240.39
