date,channelgrouping,merchantid,fullvisitorid,orderid,goal_fk,market
15/03/2019 19:21:04,search_brand,261681,6.52E+14,97424,3,Europe
15/03/2019 19:34:02,facebook,216511,6.55E+14,77824,2,Lat.Am.
15/03/2019 19:58:25,blog,527876,6.61E+14,102928,3,Lat.Am.
15/03/2019 21:18:16,search_brand,625058,6.54E+14,85723,3,Europe
15/03/2019 21:19:05,blog,,6.60E+14,,1,Europe
15/03/2019 21:22:19,facebook,425985,6.75E+14,98181,3,Lat.Am.
15/03/2019 21:33:55,search_brand,,6.79E+14,,1,Europe
15/03/2019 22:07:50,facebook,,6.53E+14,,1,Europe
15/03/2019 22:46:21,search_brand,529661,6.85E+14,86104,3,Europe
16/03/2019 00:01:10,search_brand,727799,6.81E+14,98375,3,Europe
16/03/2019 00:15:09,adwords,,6.74E+14,,1,Europe
16/03/2019 00:35:12,adwords,672340,6.68E+14,83921,3,Lat.Am.
16/03/2019 00:36:30,blog,729160,6.60E+14,93474,3,Europe
16/03/2019 01:08:24,facebook,,6.74E+14,,1,Lat.Am.
16/03/2019 01:17:34,search_brand,398105,6.76E+14,104419,3,Europe
16/03/2019 01:18:27,adwords,247638,6.51E+14,97670,2,Lat.Am.
16/03/2019 01:39:46,facebook,,6.81E+14,,1,Europe
16/03/2019 02:37:36,adwords,,6.64E+14,,1,Lat.Am.
16/03/2019 02:55:05,search_brand,210172,6.70E+14,92130,3,Europe
16/03/2019 03:00:20,adwords,216511,6.55E+14,77824,3,Lat.Am.
16/03/2019 03:34:00,facebook,,6.66E+14,,1,Europe
16/03/2019 03:37:35,blog,,6.60E+14,,1,Lat.Am.
16/03/2019 03:41:19,facebook,247638,6.51E+14,97670,3,Lat.Am.
16/03/2019 04:59:43,blog,330768,6.61E+14,98280,3,Europe
16/03/2019 04:59:58,direct,,6.53E+14,,1,Lat.Am.
16/03/2019 05:05:53,facebook,287556,6.57E+14,87692,2,Europe
16/03/2019 05:13:43,search_brand,,6.49E+14,,1,Lat.Am.
16/03/2019 05:21:09,facebook,,6.69E+14,,1,Europe
16/03/2019 06:04:07,facebook,,6.53E+14,,1,Lat.Am.
16/03/2019 06:16:03,adwords,471812,6.52E+14,84883,2,Europe
16/03/2019 06:28:51,adwords,,6.76E+14,,1,Lat.Am.
16/03/2019 06:47:23,search_brand,512318,6.81E+14,90027,3,Europe
16/03/2019 07:25:48,adwords,,6.55E+14,,1,Europe
16/03/2019 08:12:58,search_brand,653031,6.54E+14,102797,2,Europe
16/03/2019 08:16:53,search_brand,,6.53E+14,,1,Lat.Am.
16/03/2019 08:21:01,direct,,6.49E+14,,1,Lat.Am.
16/03/2019 09:39:26,direct,,6.49E+14,,1,Europe
16/03/2019 10:22:18,search_brand,515171,6.69E+14,82131,3,Lat.Am.
16/03/2019 11:09:21,blog,689506,6.59E+14,88001,2,Europe
16/03/2019 11:12:09,facebook,,6.49E+14,,1,Europe
16/03/2019 11:25:59,search_brand,521648,6.54E+14,80609,2,Europe
16/03/2019 11:38:02,search_organic,122431,6.79E+14,99495,3,Europe
16/03/2019 12:07:05,facebook,,6.73E+14,,1,Europe
16/03/2019 12:46:58,facebook,772667,6.84E+14,86319,3,Europe
16/03/2019 13:47:43,adwords,,6.55E+14,,1,Lat.Am.
16/03/2019 14:49:42,search_brand,,6.63E+14,,1,Lat.Am.
16/03/2019 15:45:46,adwords,,6.61E+14,,1,Lat.Am.
16/03/2019 17:18:42,adwords,105242,6.85E+14,83538,3,Lat.Am.
16/03/2019 17:22:28,facebook,701136,6.79E+14,90474,3,Lat.Am.
16/03/2019 18:16:55,blog,664028,6.63E+14,86607,2,Europe
16/03/2019 18:42:57,blog,,6.63E+14,,1,Europe
16/03/2019 18:44:32,direct,,6.84E+14,,1,Europe
16/03/2019 20:24:33,facebook,543957,6.70E+14,96382,3,Lat.Am.
16/03/2019 20:26:05,facebook,242397,6.71E+14,92181,3,Europe
16/03/2019 20:59:25,adwords,,6.84E+14,,1,Europe
16/03/2019 21:34:01,search_organic,349019,6.52E+14,80134,2,Europe
16/03/2019 21:39:31,facebook,,6.70E+14,,1,Europe
16/03/2019 22:23:27,adwords,287556,6.57E+14,87692,3,Europe
16/03/2019 22:28:12,blog,,6.62E+14,,1,Lat.Am.
16/03/2019 23:27:12,adwords,689506,6.59E+14,88001,3,Europe
16/03/2019 23:47:46,search_brand,,6.71E+14,,1,Europe
16/03/2019 23:48:26,direct,772791,6.72E+14,100246,3,Lat.Am.
17/03/2019 00:06:16,facebook,,6.50E+14,,1,Europe
17/03/2019 00:42:51,facebook,766470,6.67E+14,85549,3,Lat.Am.
17/03/2019 00:45:52,search_brand,,6.79E+14,,1,Europe
17/03/2019 00:52:47,search_brand,,6.62E+14,,1,Lat.Am.
17/03/2019 00:55:36,direct,,6.51E+14,,1,Lat.Am.
17/03/2019 01:18:03,facebook,,6.52E+14,,1,Lat.Am.
17/03/2019 01:55:34,facebook,,6.65E+14,,1,Lat.Am.
17/03/2019 02:18:47,direct,,6.68E+14,,1,Lat.Am.
17/03/2019 02:50:45,adwords,,6.78E+14,,1,Europe
17/03/2019 02:53:47,search_brand,,6.76E+14,,1,Europe
17/03/2019 02:56:12,facebook,,6.55E+14,,1,Europe
17/03/2019 02:58:26,adwords,,6.73E+14,,1,Europe
17/03/2019 03:09:48,search_brand,,6.78E+14,,1,Lat.Am.
17/03/2019 03:51:55,facebook,,6.63E+14,,1,Europe
17/03/2019 05:10:50,facebook,581131,6.70E+14,98201,3,Europe
17/03/2019 06:07:44,adwords,,6.56E+14,,1,Europe
17/03/2019 06:27:05,search_organic,,6.48E+14,,1,Lat.Am.
17/03/2019 07:09:27,facebook,,6.52E+14,,1,Lat.Am.
17/03/2019 07:16:19,adwords,646088,6.66E+14,102565,3,Europe
17/03/2019 07:35:37,search_organic,,6.51E+14,,1,Lat.Am.
17/03/2019 07:44:13,adwords,,6.69E+14,,1,Europe
17/03/2019 07:54:50,facebook,448375,6.85E+14,97386,3,Europe
17/03/2019 07:55:07,search_brand,,6.50E+14,,1,Europe
17/03/2019 08:05:49,facebook,659384,6.73E+14,81728,3,Europe
17/03/2019 09:48:14,search_organic,521648,6.54E+14,80609,3,Europe
17/03/2019 09:49:46,adwords,,6.48E+14,,1,Lat.Am.
17/03/2019 10:41:57,search_brand,745762,6.65E+14,81362,3,Europe
17/03/2019 11:11:45,search_brand,646211,6.83E+14,102710,3,Europe
17/03/2019 11:12:09,facebook,553456,6.56E+14,99777,2,Europe
17/03/2019 11:22:07,blog,,6.63E+14,,1,Lat.Am.
17/03/2019 12:14:04,facebook,,6.56E+14,,1,Europe
17/03/2019 12:14:07,search_brand,664028,6.63E+14,86607,3,Europe
17/03/2019 12:32:01,search_brand,750843,6.73E+14,86913,3,Europe
17/03/2019 13:58:21,adwords,553456,6.56E+14,99777,3,Europe
17/03/2019 15:58:03,direct,349019,6.52E+14,80134,3,Europe
17/03/2019 16:49:04,blog,,6.61E+14,,1,Lat.Am.
17/03/2019 17:41:28,search_brand,,6.72E+14,,1,Lat.Am.
17/03/2019 19:01:26,search_organic,,6.55E+14,,1,Lat.Am.
17/03/2019 19:23:40,facebook,,6.51E+14,,1,Europe
17/03/2019 21:04:50,search_organic,209642,6.78E+14,85765,3,Europe
17/03/2019 22:13:09,adwords,,6.77E+14,,1,Europe
17/03/2019 22:57:24,adwords,,6.51E+14,,1,Europe
18/03/2019 02:19:35,blog,,6.59E+14,,1,Europe
18/03/2019 04:03:14,search_brand,351190,6.74E+14,86729,3,Europe
18/03/2019 05:00:20,adwords,,6.76E+14,,1,Europe
18/03/2019 06:32:35,facebook,166337,6.81E+14,103014,3,Lat.Am.
18/03/2019 06:58:26,facebook,623999,6.69E+14,85952,3,Europe
18/03/2019 07:10:45,facebook,512202,6.61E+14,100793,2,Europe
18/03/2019 07:26:26,search_organic,175675,6.68E+14,99352,3,Lat.Am.
18/03/2019 07:33:01,adwords,733898,6.56E+14,102727,2,Europe
18/03/2019 07:36:23,search_brand,462634,6.72E+14,84658,3,Europe
18/03/2019 08:31:07,search_brand,653031,6.54E+14,102797,3,Europe
18/03/2019 11:49:02,facebook,184599,6.77E+14,92316,3,Europe
18/03/2019 14:08:22,blog,,6.59E+14,,1,Europe
18/03/2019 14:34:27,adwords,,6.60E+14,,1,Europe
18/03/2019 14:54:16,search_brand,191922,6.73E+14,85574,3,Europe
18/03/2019 14:55:50,blog,,6.60E+14,,1,Europe
18/03/2019 15:35:35,facebook,113131,6.51E+14,98270,2,Lat.Am.
18/03/2019 18:48:23,facebook,436047,6.70E+14,81586,3,Europe
18/03/2019 22:00:27,facebook,567435,6.57E+14,83309,2,Europe
18/03/2019 22:33:58,direct,113131,6.51E+14,98270,3,Lat.Am.
18/03/2019 22:39:39,blog,,6.61E+14,,1,Lat.Am.
18/03/2019 23:27:57,facebook,517120,6.72E+14,102705,3,Europe
18/03/2019 23:41:05,facebook,,6.53E+14,,1,Europe
19/03/2019 00:56:51,facebook,,6.59E+14,,1,Europe
19/03/2019 01:07:56,search_brand,393779,6.85E+14,87306,3,Europe
19/03/2019 01:28:51,facebook,567435,6.57E+14,83309,3,Europe
19/03/2019 02:00:18,facebook,,6.52E+14,,1,Lat.Am.
19/03/2019 02:11:42,blog,512202,6.61E+14,100793,3,Europe
19/03/2019 03:34:59,blog,,6.59E+14,,1,Europe
19/03/2019 03:36:20,facebook,638639,6.84E+14,95357,3,Europe
19/03/2019 03:47:21,adwords,538887,6.65E+14,83434,3,Lat.Am.
19/03/2019 03:59:45,adwords,,6.80E+14,,1,Europe
19/03/2019 05:16:38,blog,,6.59E+14,,1,Europe
19/03/2019 05:25:38,facebook,,6.59E+14,,1,Europe
19/03/2019 05:30:15,search_brand,,6.59E+14,,1,Europe
19/03/2019 06:43:14,adwords,564541,6.67E+14,101122,3,Europe
19/03/2019 07:33:47,facebook,494568,6.65E+14,80616,3,Europe
19/03/2019 07:46:20,adwords,471812,6.52E+14,84883,3,Europe
19/03/2019 07:59:44,search_organic,,6.52E+14,,1,Lat.Am.
19/03/2019 09:40:09,search_organic,745042,6.51E+14,97278,3,Lat.Am.
19/03/2019 10:03:23,search_brand,733898,6.56E+14,102727,3,Europe
19/03/2019 11:05:06,blog,434831,6.63E+14,101814,2,Europe
19/03/2019 11:43:49,search_brand,,6.61E+14,,1,Lat.Am.
19/03/2019 12:47:03,facebook,,6.61E+14,,1,Lat.Am.
19/03/2019 14:55:44,adwords,448327,6.69E+14,91379,3,Europe
19/03/2019 15:47:13,adwords,,6.75E+14,,1,Europe
19/03/2019 15:52:22,adwords,300853,6.52E+14,94543,2,Europe
19/03/2019 15:56:06,facebook,336678,6.70E+14,92269,3,Lat.Am.
19/03/2019 16:40:59,search_brand,566267,6.83E+14,84706,3,Europe
19/03/2019 17:33:05,blog,,6.64E+14,,1,Lat.Am.
19/03/2019 18:06:41,facebook,262703,6.66E+14,79827,3,Europe
19/03/2019 18:14:22,search_brand,390938,6.66E+14,82106,3,Europe
19/03/2019 18:41:27,adwords,418040,6.78E+14,97846,3,Lat.Am.
19/03/2019 18:46:40,search_brand,618587,6.60E+14,100474,2,Europe
19/03/2019 18:53:20,facebook,244729,6.72E+14,79106,3,Europe
19/03/2019 19:49:11,search_brand,,6.59E+14,,1,Europe
19/03/2019 23:29:14,adwords,434831,6.63E+14,101814,3,Europe
19/03/2019 23:42:03,blog,,6.61E+14,,1,Lat.Am.
20/03/2019 00:11:09,facebook,,6.49E+14,,1,Europe
20/03/2019 02:11:40,blog,155022,6.63E+14,79828,2,Europe
20/03/2019 02:13:45,adwords,,6.49E+14,,1,Europe
20/03/2019 02:58:47,facebook,,6.72E+14,,1,Europe
20/03/2019 03:40:40,facebook,443369,6.54E+14,104055,2,Lat.Am.
20/03/2019 06:32:17,facebook,,6.67E+14,,1,Europe
20/03/2019 07:18:04,blog,330544,6.60E+14,99225,2,Europe
20/03/2019 08:23:29,facebook,,6.83E+14,,1,Europe
20/03/2019 09:01:53,facebook,,6.58E+14,,1,Europe
20/03/2019 09:20:40,search_brand,219034,6.57E+14,95159,2,Lat.Am.
20/03/2019 10:54:18,blog,,6.60E+14,,1,Lat.Am.
20/03/2019 11:31:04,facebook,,6.64E+14,,1,Lat.Am.
20/03/2019 12:17:02,facebook,353406,6.49E+14,103061,2,Europe
20/03/2019 12:27:51,adwords,,6.70E+14,,1,Europe
20/03/2019 13:15:45,blog,196789,6.59E+14,96248,2,Lat.Am.
20/03/2019 13:16:31,adwords,155022,6.63E+14,79828,3,Europe
20/03/2019 13:40:27,facebook,,6.66E+14,,1,Lat.Am.
20/03/2019 13:44:43,search_brand,330544,6.60E+14,99225,3,Europe
20/03/2019 14:19:32,facebook,182816,6.71E+14,97771,3,Lat.Am.
20/03/2019 14:26:46,search_brand,,6.73E+14,,1,Europe
20/03/2019 16:21:41,facebook,,6.60E+14,,1,Lat.Am.
20/03/2019 17:03:34,search_brand,199601,6.77E+14,96574,3,Lat.Am.
20/03/2019 19:08:39,direct,471545,6.76E+14,104113,3,Lat.Am.
20/03/2019 19:11:30,facebook,314821,6.52E+14,94318,2,Europe
20/03/2019 19:47:21,search_organic,70405,6.76E+14,99201,3,Europe
20/03/2019 20:37:37,adwords,,6.52E+14,,1,Europe
20/03/2019 21:44:34,search_brand,152132,6.51E+14,97206,2,Europe
20/03/2019 21:51:32,adwords,443369,6.54E+14,104055,3,Lat.Am.
20/03/2019 22:33:19,adwords,154621,6.59E+14,78852,2,Lat.Am.
20/03/2019 22:35:08,facebook,,6.67E+14,,1,Lat.Am.
20/03/2019 23:25:59,facebook,353406,6.49E+14,103061,3,Europe
21/03/2019 00:22:56,adwords,,6.60E+14,,1,Europe
21/03/2019 01:44:27,direct,314821,6.52E+14,94318,3,Europe
21/03/2019 02:05:00,adwords,219034,6.57E+14,95159,3,Lat.Am.
21/03/2019 02:52:31,search_brand,,6.52E+14,,1,Europe
21/03/2019 04:12:48,search_brand,408901,6.66E+14,93857,3,Europe
21/03/2019 04:34:39,adwords,353477,6.75E+14,101877,3,Lat.Am.
21/03/2019 05:02:40,facebook,154621,6.59E+14,78852,3,Lat.Am.
21/03/2019 05:35:42,adwords,,6.79E+14,,1,Europe
21/03/2019 05:46:36,facebook,355420,6.52E+14,97737,2,Europe
21/03/2019 06:10:17,direct,,6.52E+14,,1,Lat.Am.
21/03/2019 06:15:50,search_brand,661893,6.50E+14,82656,2,Europe
21/03/2019 06:40:16,search_organic,513538,6.78E+14,79486,3,Lat.Am.
21/03/2019 06:48:32,search_organic,152132,6.51E+14,97206,3,Europe
21/03/2019 06:51:06,facebook,372965,6.77E+14,78288,3,Europe
21/03/2019 07:32:55,search_organic,640886,6.57E+14,100296,2,Europe
21/03/2019 07:44:04,facebook,661893,6.50E+14,82656,3,Europe
21/03/2019 08:03:48,search_brand,458503,6.77E+14,96314,3,Lat.Am.
21/03/2019 08:42:08,search_organic,196789,6.59E+14,96248,3,Lat.Am.
21/03/2019 08:43:19,adwords,254968,6.63E+14,100872,2,Europe
21/03/2019 10:01:26,facebook,640886,6.57E+14,100296,3,Europe
21/03/2019 10:11:34,search_brand,,6.52E+14,,1,Lat.Am.
21/03/2019 10:55:12,facebook,188227,6.66E+14,78101,3,Europe
21/03/2019 11:29:43,direct,431053,6.79E+14,89469,3,Europe
21/03/2019 11:41:43,adwords,,6.56E+14,,1,Europe
21/03/2019 12:29:59,adwords,172691,6.67E+14,91340,3,Lat.Am.
21/03/2019 12:48:33,search_organic,565955,6.79E+14,83366,3,Lat.Am.
21/03/2019 12:56:29,blog,254968,6.63E+14,100872,3,Europe
21/03/2019 13:16:26,search_organic,,6.65E+14,,1,Europe
21/03/2019 13:30:09,adwords,,6.58E+14,,1,Lat.Am.
21/03/2019 14:43:33,search_brand,,6.67E+14,,1,Europe
21/03/2019 15:01:16,adwords,736313,6.82E+14,96670,3,Europe
21/03/2019 15:25:08,blog,,6.63E+14,,1,Lat.Am.
21/03/2019 16:20:07,direct,590497,6.66E+14,102750,3,Lat.Am.
21/03/2019 16:41:36,blog,,6.60E+14,,1,Europe
21/03/2019 17:05:39,facebook,147463,6.76E+14,93053,3,Europe
21/03/2019 17:28:52,blog,666131,6.61E+14,101223,2,Lat.Am.
21/03/2019 17:30:31,facebook,,6.58E+14,,1,Lat.Am.
21/03/2019 17:56:12,blog,,6.59E+14,,1,Lat.Am.
21/03/2019 18:56:05,adwords,479745,6.67E+14,104589,3,Europe
21/03/2019 20:04:49,blog,618587,6.60E+14,100474,3,Europe
21/03/2019 20:34:10,facebook,666131,6.61E+14,101223,3,Lat.Am.
21/03/2019 20:54:15,facebook,,6.85E+14,,1,Europe
21/03/2019 20:58:19,facebook,,6.61E+14,,1,Europe
21/03/2019 21:43:01,search_brand,,6.67E+14,,1,Europe
21/03/2019 21:45:45,blog,,6.59E+14,,1,Lat.Am.
21/03/2019 21:50:19,adwords,,6.55E+14,,1,Europe
21/03/2019 22:12:29,direct,,6.58E+14,,1,Lat.Am.
21/03/2019 22:19:25,search_organic,193765,6.81E+14,84207,3,Europe
21/03/2019 22:25:23,facebook,341952,6.54E+14,82806,2,Lat.Am.
21/03/2019 22:55:29,adwords,,6.62E+14,,1,Europe
21/03/2019 23:33:08,adwords,300853,6.52E+14,94543,3,Europe
22/03/2019 00:02:44,facebook,341952,6.54E+14,82806,3,Lat.Am.
22/03/2019 00:51:10,direct,,6.77E+14,,1,Europe
22/03/2019 01:01:32,adwords,,6.58E+14,,1,Lat.Am.
22/03/2019 01:09:43,search_brand,260577,6.77E+14,100140,3,Europe
22/03/2019 01:18:13,adwords,108825,6.61E+14,96516,2,Europe
22/03/2019 01:22:32,blog,108825,6.61E+14,96516,3,Europe
22/03/2019 01:31:52,facebook,,6.48E+14,,1,Europe
22/03/2019 01:45:50,search_brand,,6.82E+14,,1,Europe
22/03/2019 01:56:12,facebook,258750,6.74E+14,101425,3,Europe
22/03/2019 02:18:46,facebook,,6.56E+14,,1,Europe
22/03/2019 02:28:17,adwords,547896,6.66E+14,99527,3,Europe
22/03/2019 02:42:30,search_organic,458837,6.69E+14,77831,3,Europe
22/03/2019 02:50:58,facebook,,6.55E+14,,1,Europe
22/03/2019 03:22:10,blog,,6.61E+14,,1,Europe
22/03/2019 04:09:53,facebook,,6.74E+14,,1,Europe
22/03/2019 04:28:39,facebook,,6.52E+14,,1,Lat.Am.
22/03/2019 05:10:07,facebook,355420,6.52E+14,97737,3,Europe
22/03/2019 05:20:52,blog,683182,6.60E+14,97778,2,Europe
22/03/2019 06:41:51,direct,,6.63E+14,,1,Lat.Am.
22/03/2019 08:20:30,facebook,,6.59E+14,,1,Europe
22/03/2019 08:26:56,search_brand,,6.58E+14,,1,Europe
22/03/2019 08:36:54,adwords,,6.48E+14,,1,Europe
22/03/2019 09:21:13,blog,,6.62E+14,,1,Europe
22/03/2019 12:29:56,adwords,239133,6.58E+14,81087,2,Europe
22/03/2019 12:49:32,facebook,138123,6.56E+14,103518,2,Europe
22/03/2019 14:30:01,adwords,,6.54E+14,,1,Europe
22/03/2019 14:39:45,direct,,6.58E+14,,1,Lat.Am.
22/03/2019 14:58:57,adwords,600583,6.56E+14,96647,2,Europe
22/03/2019 16:05:32,facebook,631834,6.70E+14,83063,3,Lat.Am.
22/03/2019 16:59:00,search_brand,,6.59E+14,,1,Europe
22/03/2019 17:02:48,adwords,,6.64E+14,,1,Lat.Am.
22/03/2019 17:51:47,adwords,339791,6.58E+14,78210,2,Europe
22/03/2019 19:00:39,blog,703885,6.61E+14,84322,2,Europe
22/03/2019 19:01:45,search_brand,,6.82E+14,,1,Europe
22/03/2019 19:18:28,adwords,594759,6.58E+14,104527,2,Lat.Am.
22/03/2019 20:16:09,blog,,6.62E+14,,1,Europe
22/03/2019 20:29:42,facebook,,6.83E+14,,1,Lat.Am.
22/03/2019 20:52:31,adwords,295650,6.80E+14,94711,3,Europe
22/03/2019 20:56:38,search_organic,713073,6.55E+14,104378,2,Europe
22/03/2019 21:15:31,direct,594759,6.58E+14,104527,3,Lat.Am.
22/03/2019 21:37:33,facebook,309098,6.79E+14,105061,3,Europe
22/03/2019 22:11:34,search_brand,138123,6.56E+14,103518,3,Europe
22/03/2019 22:18:58,adwords,,6.82E+14,,1,Lat.Am.
22/03/2019 22:48:25,adwords,367849,6.76E+14,99007,3,Lat.Am.
22/03/2019 22:58:37,direct,,6.57E+14,,1,Europe
22/03/2019 23:39:08,blog,214099,6.63E+14,89575,2,Lat.Am.
23/03/2019 00:37:57,adwords,,6.49E+14,,1,Lat.Am.
23/03/2019 00:48:10,adwords,,6.57E+14,,1,Europe
23/03/2019 02:23:50,facebook,683182,6.60E+14,97778,3,Europe
23/03/2019 03:01:37,facebook,560698,6.78E+14,101615,3,Lat.Am.
23/03/2019 03:14:36,facebook,767735,6.81E+14,101360,3,Europe
23/03/2019 04:09:12,search_brand,,6.54E+14,,1,Europe
23/03/2019 04:13:44,facebook,121357,6.49E+14,98549,2,Europe
23/03/2019 04:14:12,adwords,,6.49E+14,,1,Lat.Am.
23/03/2019 04:41:12,facebook,,6.54E+14,,1,Europe
23/03/2019 04:45:04,adwords,338037,6.62E+14,90853,2,Europe
23/03/2019 05:06:12,facebook,,6.54E+14,,1,Europe
23/03/2019 06:35:58,direct,,6.53E+14,,1,Europe
23/03/2019 07:12:03,adwords,214099,6.63E+14,89575,3,Lat.Am.
23/03/2019 07:13:25,facebook,,6.70E+14,,1,Europe
23/03/2019 07:20:07,facebook,777290,6.53E+14,97850,2,Europe
23/03/2019 07:22:46,search_organic,467962,6.76E+14,96339,3,Lat.Am.
23/03/2019 07:30:48,adwords,,6.49E+14,,1,Europe
23/03/2019 07:38:20,facebook,777290,6.53E+14,97850,3,Europe
23/03/2019 07:49:18,search_organic,,6.49E+14,,1,Europe
23/03/2019 08:09:22,facebook,620004,6.65E+14,96700,3,Lat.Am.
23/03/2019 09:05:00,blog,338037,6.62E+14,90853,3,Europe
23/03/2019 09:24:27,facebook,,6.52E+14,,1,Lat.Am.
23/03/2019 09:50:31,search_brand,,6.80E+14,,1,Europe
23/03/2019 10:20:06,direct,,6.60E+14,,1,Lat.Am.
23/03/2019 10:27:52,adwords,,6.53E+14,,1,Europe
23/03/2019 10:39:15,facebook,339791,6.58E+14,78210,3,Europe
23/03/2019 10:44:41,search_brand,171745,6.54E+14,99675,2,Europe
23/03/2019 11:11:29,facebook,,6.80E+14,,1,Lat.Am.
23/03/2019 11:27:00,facebook,,6.62E+14,,1,Europe
23/03/2019 12:52:54,facebook,703885,6.61E+14,84322,3,Europe
23/03/2019 12:57:00,adwords,,6.52E+14,,1,Lat.Am.
23/03/2019 13:06:22,adwords,,6.81E+14,,1,Lat.Am.
23/03/2019 13:10:09,adwords,452243,6.72E+14,80498,3,Europe
23/03/2019 14:02:40,adwords,143562,6.81E+14,77801,3,Lat.Am.
23/03/2019 15:00:36,facebook,636043,6.55E+14,100133,2,Europe
23/03/2019 16:46:36,facebook,,6.65E+14,,1,Europe
23/03/2019 17:02:02,search_brand,657833,6.72E+14,82691,3,Lat.Am.
23/03/2019 17:12:35,adwords,644358,6.69E+14,93764,3,Europe
23/03/2019 17:31:33,adwords,151403,6.79E+14,77811,3,Europe
23/03/2019 17:35:05,search_brand,,6.53E+14,,1,Europe
23/03/2019 17:39:51,facebook,121357,6.49E+14,98549,3,Europe
23/03/2019 19:00:59,facebook,,6.58E+14,,1,Lat.Am.
23/03/2019 19:45:18,adwords,636043,6.55E+14,100133,3,Europe
23/03/2019 20:11:43,facebook,,6.78E+14,,1,Lat.Am.
23/03/2019 20:13:24,adwords,,6.52E+14,,1,Lat.Am.
23/03/2019 20:29:41,adwords,,6.70E+14,,1,Europe
23/03/2019 20:33:25,facebook,164878,6.72E+14,83544,3,Europe
23/03/2019 20:38:55,adwords,,6.50E+14,,1,Europe
23/03/2019 21:14:38,facebook,713073,6.55E+14,104378,3,Europe
23/03/2019 21:14:42,blog,546012,6.62E+14,100190,2,Lat.Am.
23/03/2019 21:58:10,direct,455825,6.74E+14,84393,3,Europe
23/03/2019 22:05:35,adwords,,6.71E+14,,1,Europe
23/03/2019 22:18:42,adwords,546012,6.62E+14,100190,3,Lat.Am.
23/03/2019 22:19:20,facebook,130227,6.49E+14,92150,2,Lat.Am.
23/03/2019 22:59:17,search_brand,,6.77E+14,,1,Europe
23/03/2019 23:20:58,facebook,678078,6.72E+14,97715,3,Europe
24/03/2019 00:16:40,search_organic,143195,6.72E+14,89322,3,Europe
24/03/2019 00:35:59,direct,,6.58E+14,,1,Europe
24/03/2019 00:48:42,search_organic,274137,6.62E+14,81616,2,Lat.Am.
24/03/2019 01:23:10,facebook,734290,6.71E+14,98947,3,Europe
24/03/2019 01:30:22,direct,,6.73E+14,,1,Lat.Am.
24/03/2019 01:46:22,search_brand,,6.58E+14,,1,Lat.Am.
24/03/2019 01:58:53,blog,,6.60E+14,,1,Europe
24/03/2019 02:13:50,adwords,,6.70E+14,,1,Lat.Am.
24/03/2019 03:03:30,adwords,,6.58E+14,,1,Europe
24/03/2019 03:42:48,adwords,,6.58E+14,,1,Europe
24/03/2019 04:01:25,direct,457746,6.70E+14,86372,3,Lat.Am.
24/03/2019 04:05:22,adwords,,6.58E+14,,1,Europe
24/03/2019 04:30:25,adwords,541557,6.84E+14,95763,3,Europe
24/03/2019 05:57:44,adwords,,6.58E+14,,1,Europe
24/03/2019 06:27:41,facebook,752537,6.79E+14,82452,3,Lat.Am.
24/03/2019 07:02:02,facebook,,6.85E+14,,1,Europe
24/03/2019 08:35:34,facebook,130227,6.49E+14,92150,3,Lat.Am.
24/03/2019 09:32:36,search_brand,,6.50E+14,,1,Europe
24/03/2019 09:32:44,search_brand,,6.53E+14,,1,Europe
24/03/2019 09:42:55,facebook,510603,6.64E+14,101041,3,Europe
24/03/2019 10:46:50,blog,164192,6.63E+14,104054,2,Europe
24/03/2019 10:57:58,direct,72977,6.83E+14,95885,3,Europe
24/03/2019 11:40:41,adwords,599970,6.71E+14,89861,3,Lat.Am.
24/03/2019 12:17:52,adwords,,6.52E+14,,1,Lat.Am.
24/03/2019 12:53:42,blog,274701,6.60E+14,93366,2,Europe
24/03/2019 13:07:41,blog,274137,6.62E+14,81616,3,Lat.Am.
24/03/2019 13:31:57,facebook,274701,6.60E+14,93366,3,Europe
24/03/2019 14:09:54,blog,298862,6.61E+14,101620,2,Lat.Am.
24/03/2019 14:16:27,search_organic,511661,6.68E+14,102661,3,Europe
24/03/2019 15:31:41,facebook,,6.78E+14,,1,Lat.Am.
24/03/2019 15:39:40,direct,,6.60E+14,,1,Europe
24/03/2019 15:58:06,facebook,618731,6.50E+14,99949,2,Europe
24/03/2019 16:37:52,facebook,,6.58E+14,,1,Europe
24/03/2019 16:40:17,search_brand,298862,6.61E+14,101620,3,Lat.Am.
24/03/2019 17:35:17,search_organic,164192,6.63E+14,104054,3,Europe
24/03/2019 17:52:15,search_organic,688548,6.76E+14,100851,3,Europe
24/03/2019 18:38:43,facebook,,6.65E+14,,1,Lat.Am.
24/03/2019 19:59:14,search_brand,171745,6.54E+14,99675,3,Europe
24/03/2019 20:17:28,search_brand,560981,6.67E+14,82661,3,Lat.Am.
24/03/2019 20:22:21,search_brand,477778,6.53E+14,103487,2,Europe
24/03/2019 21:40:45,search_brand,,6.77E+14,,1,Europe
24/03/2019 22:21:37,blog,426074,6.63E+14,103806,2,Europe
24/03/2019 23:16:46,facebook,,6.67E+14,,1,Europe
24/03/2019 23:39:56,adwords,618731,6.50E+14,99949,3,Europe
25/03/2019 02:35:13,search_brand,477778,6.53E+14,103487,3,Europe
25/03/2019 04:37:58,facebook,289100,6.84E+14,97967,3,Lat.Am.
25/03/2019 05:59:42,facebook,588564,6.81E+14,85789,3,Lat.Am.
